player_id,player_name
1630227,Daishen Nix
1628978,Donte DiVincenzo
1630183,Jaden McDaniels
1641740,Jaylen Clark
204060,Joe Ingles
1631169,Josh Minott
203944,Julius Randle
1631159,Leonard Miller
1630568,Luka Garza
201144,Mike Conley
1629675,Naz Reid
1629638,Nickeil Alexander-Walker
1628408,PJ Dozier
1642265,Rob Dillingham
203497,Rudy Gobert
1630545,Terrence Shannon Jr.
1641803,Tristen Newton
1630162,Anthony Edwards
